[Tue Jun 25 11:54:14 2024] >> 
[Tue Jun 25 11:54:14 2024] >> PROGRAM START
[Tue Jun 25 14:19:46 2024] >> testing accuracy: 0.4621
[Tue Jun 25 14:20:07 2024] >> training [014]: 0.4988
[Tue Jun 25 14:20:09 2024] >> testing accuracy: 0.4806
[Tue Jun 25 14:20:31 2024] >> training [015]: 0.5090
[Tue Jun 25 14:20:33 2024] >> testing accuracy: 0.4749
[Tue Jun 25 14:20:55 2024] >> training [016]: 0.5229
[Tue Jun 25 14:20:57 2024] >> testing accuracy: 0.4928
[Tue Jun 25 14:21:19 2024] >> training [017]: 0.5368
[Tue Jun 25 14:21:21 2024] >> testing accuracy: 0.5102
[Tue Jun 25 14:21:43 2024] >> training [018]: 0.5478
[Tue Jun 25 14:21:45 2024] >> testing accuracy: 0.5145
[Tue Jun 25 14:22:06 2024] >> training [019]: 0.5597
[Tue Jun 25 14:22:08 2024] >> testing accuracy: 0.5198
[Tue Jun 25 14:22:30 2024] >> training [020]: 0.5724
[Tue Jun 25 14:22:32 2024] >> testing accuracy: 0.5249
[Tue Jun 25 14:22:53 2024] >> training [021]: 0.5799
[Tue Jun 25 14:22:55 2024] >> testing accuracy: 0.5328
[Tue Jun 25 14:23:17 2024] >> training [022]: 0.5894
[Tue Jun 25 14:23:19 2024] >> testing accuracy: 0.5424
[Tue Jun 25 14:23:40 2024] >> training [023]: 0.6007
[Tue Jun 25 14:23:43 2024] >> testing accuracy: 0.5413
[Tue Jun 25 14:24:04 2024] >> training [024]: 0.6102
[Tue Jun 25 14:24:06 2024] >> testing accuracy: 0.5302
[Tue Jun 25 14:24:28 2024] >> training [025]: 0.6211
[Tue Jun 25 14:24:30 2024] >> testing accuracy: 0.5443
[Tue Jun 25 14:24:52 2024] >> training [026]: 0.6285
[Tue Jun 25 14:24:54 2024] >> testing accuracy: 0.5528
[Tue Jun 25 14:25:15 2024] >> training [027]: 0.6340
[Tue Jun 25 14:25:17 2024] >> testing accuracy: 0.5585
[Tue Jun 25 14:25:39 2024] >> training [028]: 0.6431
[Tue Jun 25 14:25:41 2024] >> testing accuracy: 0.5596
[Tue Jun 25 14:26:03 2024] >> training [029]: 0.6527
[Tue Jun 25 14:26:05 2024] >> testing accuracy: 0.557
[Tue Jun 25 14:26:26 2024] >> training [030]: 0.6609
[Tue Jun 25 14:26:28 2024] >> testing accuracy: 0.5685
[Tue Jun 25 14:26:50 2024] >> training [031]: 0.6713
[Tue Jun 25 14:26:52 2024] >> testing accuracy: 0.5681
[Tue Jun 25 14:27:13 2024] >> training [032]: 0.6790
[Tue Jun 25 14:27:15 2024] >> testing accuracy: 0.5633
[Tue Jun 25 14:27:37 2024] >> training [033]: 0.6841
[Tue Jun 25 14:27:39 2024] >> testing accuracy: 0.5788
[Tue Jun 25 14:28:01 2024] >> training [034]: 0.6914
[Tue Jun 25 14:28:03 2024] >> testing accuracy: 0.5707
[Tue Jun 25 14:28:25 2024] >> training [035]: 0.6962
[Tue Jun 25 14:28:27 2024] >> testing accuracy: 0.5817
[Tue Jun 25 14:28:48 2024] >> training [036]: 0.7060
[Tue Jun 25 14:28:50 2024] >> testing accuracy: 0.579
[Tue Jun 25 14:29:12 2024] >> training [037]: 0.7135
[Tue Jun 25 14:29:14 2024] >> testing accuracy: 0.5903
[Tue Jun 25 14:29:36 2024] >> training [038]: 0.7205
[Tue Jun 25 14:29:38 2024] >> testing accuracy: 0.5751
[Tue Jun 25 14:29:59 2024] >> training [039]: 0.7281
[Tue Jun 25 14:30:01 2024] >> testing accuracy: 0.5895
[Tue Jun 25 14:30:23 2024] >> training [040]: 0.7346
[Tue Jun 25 14:30:25 2024] >> testing accuracy: 0.58
[Tue Jun 25 14:30:47 2024] >> training [041]: 0.7414
[Tue Jun 25 14:30:49 2024] >> testing accuracy: 0.5929
[Tue Jun 25 14:31:11 2024] >> training [042]: 0.7500
[Tue Jun 25 14:31:13 2024] >> testing accuracy: 0.5992
[Tue Jun 25 14:31:34 2024] >> training [043]: 0.7549
[Tue Jun 25 14:31:36 2024] >> testing accuracy: 0.5958
[Tue Jun 25 14:31:58 2024] >> training [044]: 0.7604
[Tue Jun 25 14:32:00 2024] >> testing accuracy: 0.5961
[Tue Jun 25 14:32:21 2024] >> training [045]: 0.7646
[Tue Jun 25 14:32:24 2024] >> testing accuracy: 0.5907
[Tue Jun 25 14:32:45 2024] >> training [046]: 0.7721
[Tue Jun 25 14:32:47 2024] >> testing accuracy: 0.5857
[Tue Jun 25 14:33:09 2024] >> training [047]: 0.7767
[Tue Jun 25 14:33:11 2024] >> testing accuracy: 0.598
[Tue Jun 25 14:33:33 2024] >> training [048]: 0.7817
[Tue Jun 25 14:33:35 2024] >> testing accuracy: 0.6074
[Tue Jun 25 14:33:57 2024] >> training [049]: 0.7909
[Tue Jun 25 14:33:59 2024] >> testing accuracy: 0.6023
[Tue Jun 25 14:34:20 2024] >> training [050]: 0.7955
[Tue Jun 25 14:34:22 2024] >> testing accuracy: 0.5955
[Tue Jun 25 14:34:44 2024] >> training [051]: 0.8018
[Tue Jun 25 14:34:46 2024] >> testing accuracy: 0.6016
[Tue Jun 25 14:35:08 2024] >> training [052]: 0.8086
[Tue Jun 25 14:35:10 2024] >> testing accuracy: 0.6023
[Tue Jun 25 14:35:32 2024] >> training [053]: 0.8115
[Tue Jun 25 14:35:34 2024] >> testing accuracy: 0.5981
[Tue Jun 25 14:35:56 2024] >> training [054]: 0.8170
[Tue Jun 25 14:35:58 2024] >> testing accuracy: 0.6142
[Tue Jun 25 14:36:20 2024] >> training [055]: 0.8228
[Tue Jun 25 14:36:22 2024] >> testing accuracy: 0.601
[Tue Jun 25 14:36:43 2024] >> training [056]: 0.8257
[Tue Jun 25 14:36:45 2024] >> testing accuracy: 0.6051
[Tue Jun 25 14:37:07 2024] >> training [057]: 0.8334
[Tue Jun 25 14:37:09 2024] >> testing accuracy: 0.604
[Tue Jun 25 14:37:31 2024] >> training [058]: 0.8369
[Tue Jun 25 14:37:33 2024] >> testing accuracy: 0.6139
[Tue Jun 25 14:37:55 2024] >> training [059]: 0.8407
[Tue Jun 25 14:37:58 2024] >> testing accuracy: 0.6156
[Tue Jun 25 14:38:20 2024] >> training [060]: 0.8451
[Tue Jun 25 14:38:22 2024] >> testing accuracy: 0.6169
[Tue Jun 25 14:38:44 2024] >> training [061]: 0.8502
[Tue Jun 25 14:38:46 2024] >> testing accuracy: 0.6173
[Tue Jun 25 14:39:08 2024] >> training [062]: 0.8568
[Tue Jun 25 14:39:10 2024] >> testing accuracy: 0.6204
[Tue Jun 25 14:39:32 2024] >> training [063]: 0.8614
[Tue Jun 25 14:39:35 2024] >> testing accuracy: 0.6121
[Tue Jun 25 14:39:57 2024] >> training [064]: 0.8630
[Tue Jun 25 14:39:59 2024] >> testing accuracy: 0.6122
[Tue Jun 25 14:40:21 2024] >> training [065]: 0.8669
[Tue Jun 25 14:40:23 2024] >> testing accuracy: 0.6197
[Tue Jun 25 14:40:45 2024] >> training [066]: 0.8702
[Tue Jun 25 14:40:47 2024] >> testing accuracy: 0.6171
[Tue Jun 25 14:41:08 2024] >> training [067]: 0.8745
[Tue Jun 25 14:41:10 2024] >> testing accuracy: 0.6128
[Tue Jun 25 14:41:32 2024] >> training [068]: 0.8750
[Tue Jun 25 14:41:34 2024] >> testing accuracy: 0.622
[Tue Jun 25 14:41:55 2024] >> training [069]: 0.8859
[Tue Jun 25 14:41:57 2024] >> testing accuracy: 0.6134
[Tue Jun 25 14:42:18 2024] >> training [070]: 0.8881
[Tue Jun 25 14:42:20 2024] >> testing accuracy: 0.6203
[Tue Jun 25 14:42:41 2024] >> training [071]: 0.8874
[Tue Jun 25 14:42:43 2024] >> testing accuracy: 0.6209
[Tue Jun 25 14:43:04 2024] >> training [072]: 0.8925
[Tue Jun 25 14:43:06 2024] >> testing accuracy: 0.6246
[Tue Jun 25 14:43:27 2024] >> training [073]: 0.8923
[Tue Jun 25 14:43:29 2024] >> testing accuracy: 0.6262
[Tue Jun 25 14:43:50 2024] >> training [074]: 0.8987
[Tue Jun 25 14:43:52 2024] >> testing accuracy: 0.6271
[Tue Jun 25 14:44:14 2024] >> training [075]: 0.9026
[Tue Jun 25 14:44:16 2024] >> testing accuracy: 0.622
[Tue Jun 25 14:44:38 2024] >> training [076]: 0.9019
[Tue Jun 25 14:44:40 2024] >> testing accuracy: 0.6267
[Tue Jun 25 14:45:02 2024] >> training [077]: 0.9065
[Tue Jun 25 14:45:04 2024] >> testing accuracy: 0.623
[Tue Jun 25 14:45:26 2024] >> training [078]: 0.9077
[Tue Jun 25 14:45:28 2024] >> testing accuracy: 0.6251
[Tue Jun 25 14:45:50 2024] >> training [079]: 0.9122
[Tue Jun 25 14:45:52 2024] >> testing accuracy: 0.6241
[Tue Jun 25 14:46:13 2024] >> training [080]: 0.9123
[Tue Jun 25 14:46:15 2024] >> testing accuracy: 0.6303
[Tue Jun 25 14:46:36 2024] >> training [081]: 0.9153
[Tue Jun 25 14:46:38 2024] >> testing accuracy: 0.6256
[Tue Jun 25 14:47:00 2024] >> training [082]: 0.9162
[Tue Jun 25 14:47:02 2024] >> testing accuracy: 0.625
[Tue Jun 25 14:47:23 2024] >> training [083]: 0.9229
[Tue Jun 25 14:47:26 2024] >> testing accuracy: 0.6279
[Tue Jun 25 14:47:47 2024] >> training [084]: 0.9239
[Tue Jun 25 14:47:49 2024] >> testing accuracy: 0.6282
[Tue Jun 25 14:48:11 2024] >> training [085]: 0.9265
[Tue Jun 25 14:48:13 2024] >> testing accuracy: 0.6314
[Tue Jun 25 14:48:35 2024] >> training [086]: 0.9261
[Tue Jun 25 14:48:37 2024] >> testing accuracy: 0.6354
[Tue Jun 25 14:48:58 2024] >> training [087]: 0.9255
[Tue Jun 25 14:49:00 2024] >> testing accuracy: 0.6367
[Tue Jun 25 14:49:22 2024] >> training [088]: 0.9315
[Tue Jun 25 14:49:24 2024] >> testing accuracy: 0.6294
[Tue Jun 25 14:49:46 2024] >> training [089]: 0.9313
[Tue Jun 25 14:49:48 2024] >> testing accuracy: 0.6257
[Tue Jun 25 14:50:09 2024] >> training [090]: 0.9339
[Tue Jun 25 14:50:11 2024] >> testing accuracy: 0.6379
[Tue Jun 25 14:50:33 2024] >> training [091]: 0.9353
[Tue Jun 25 14:50:35 2024] >> testing accuracy: 0.6283
[Tue Jun 25 14:50:56 2024] >> training [092]: 0.9360
[Tue Jun 25 14:50:58 2024] >> testing accuracy: 0.6312
[Tue Jun 25 14:51:20 2024] >> training [093]: 0.9403
[Tue Jun 25 14:51:22 2024] >> testing accuracy: 0.6317
[Tue Jun 25 14:51:43 2024] >> training [094]: 0.9406
[Tue Jun 25 14:51:45 2024] >> testing accuracy: 0.6322
[Tue Jun 25 14:52:07 2024] >> training [095]: 0.9423
[Tue Jun 25 14:52:09 2024] >> testing accuracy: 0.6366
[Tue Jun 25 14:52:31 2024] >> training [096]: 0.9417
[Tue Jun 25 14:52:33 2024] >> testing accuracy: 0.6379
[Tue Jun 25 14:52:54 2024] >> training [097]: 0.9432
[Tue Jun 25 14:52:57 2024] >> testing accuracy: 0.6384
[Tue Jun 25 14:53:18 2024] >> training [098]: 0.9439
[Tue Jun 25 14:53:20 2024] >> testing accuracy: 0.6355
[Tue Jun 25 14:53:42 2024] >> training [099]: 0.9453
[Tue Jun 25 14:53:44 2024] >> testing accuracy: 0.637
[Tue Jun 25 14:53:44 2024] >> TRAINING RESULT SAVED: ./modeloutput/vgg19Cifar100.pt
[Tue Jun 25 14:53:44 2024] >> 
[Tue Jun 25 14:53:44 2024] >> PROGRAM FINISHED
[Wed Jun 26 10:20:43 2024] >> 
[Wed Jun 26 10:20:43 2024] >> PROGRAM START
[Wed Jun 26 10:20:43 2024] >> TRAIN FLAG: False
[Wed Jun 26 10:20:43 2024] >> DATA SET: SVHN
[Wed Jun 26 10:20:43 2024] >> ---MAIN INFERENCE---
[Wed Jun 26 10:20:43 2024] >> network: darknetSVHN
[Wed Jun 26 10:20:43 2024] >> set manipulate percentage: 0.0/100%
[Wed Jun 26 10:20:48 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:20:48 2024] >> set manipulate percentage: 1.0/100%
[Wed Jun 26 10:20:54 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:20:54 2024] >> 
[Wed Jun 26 10:20:54 2024] >> network: squeezenetManiSVHN
[Wed Jun 26 10:20:54 2024] >> set manipulate percentage: 0.0/100%
[Wed Jun 26 10:21:49 2024] >> 
[Wed Jun 26 10:21:49 2024] >> PROGRAM START
[Wed Jun 26 10:21:49 2024] >> TRAIN FLAG: False
[Wed Jun 26 10:21:49 2024] >> DATA SET: SVHN
[Wed Jun 26 10:21:49 2024] >> ---MAIN INFERENCE---
[Wed Jun 26 10:21:49 2024] >> network: darknetSVHN
[Wed Jun 26 10:21:49 2024] >> set manipulate percentage: 0.0/100%
[Wed Jun 26 10:21:54 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:21:54 2024] >> set manipulate percentage: 1.0/100%
[Wed Jun 26 10:21:59 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:21:59 2024] >> set manipulate percentage: 2.0/100%
[Wed Jun 26 10:22:04 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:22:04 2024] >> set manipulate percentage: 3.0/100%
[Wed Jun 26 10:22:09 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:22:09 2024] >> set manipulate percentage: 4.0/100%
[Wed Jun 26 10:22:14 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:22:14 2024] >> set manipulate percentage: 5.0/100%
[Wed Jun 26 10:22:23 2024] >> 
[Wed Jun 26 10:22:23 2024] >> PROGRAM START
[Wed Jun 26 10:22:23 2024] >> TRAIN FLAG: False
[Wed Jun 26 10:22:23 2024] >> DATA SET: Cifar10
[Wed Jun 26 10:22:23 2024] >> ---MAIN INFERENCE---
[Wed Jun 26 10:22:23 2024] >> network: darknetManiCifar10
[Wed Jun 26 10:22:23 2024] >> set manipulate percentage: 0.0/100%
[Wed Jun 26 10:22:42 2024] >> testing accuracy: 0.8358
[Wed Jun 26 10:22:42 2024] >> set manipulate percentage: 1.0/100%
[Wed Jun 26 10:23:01 2024] >> testing accuracy: 0.5617
[Wed Jun 26 10:23:01 2024] >> set manipulate percentage: 2.0/100%
[Wed Jun 26 10:23:28 2024] >> 
[Wed Jun 26 10:23:28 2024] >> PROGRAM START
[Wed Jun 26 10:23:28 2024] >> TRAIN FLAG: False
[Wed Jun 26 10:23:28 2024] >> DATA SET: SVHN
[Wed Jun 26 10:23:28 2024] >> ---MAIN INFERENCE---
[Wed Jun 26 10:23:28 2024] >> network: darknetSVHN
[Wed Jun 26 10:23:28 2024] >> set manipulate percentage: 0.0/100%
[Wed Jun 26 10:23:33 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:23:33 2024] >> set manipulate percentage: 20.0/100%
[Wed Jun 26 10:23:38 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:23:38 2024] >> 
[Wed Jun 26 10:23:38 2024] >> network: squeezenetManiSVHN
[Wed Jun 26 10:23:38 2024] >> set manipulate percentage: 0.0/100%
[Wed Jun 26 10:24:32 2024] >> 
[Wed Jun 26 10:24:32 2024] >> PROGRAM START
[Wed Jun 26 10:24:32 2024] >> TRAIN FLAG: False
[Wed Jun 26 10:24:32 2024] >> DATA SET: SVHN
[Wed Jun 26 10:24:32 2024] >> ---MAIN INFERENCE---
[Wed Jun 26 10:24:32 2024] >> network: darknetSVHN
[Wed Jun 26 10:24:32 2024] >> set manipulate percentage: 0.0/100%
[Wed Jun 26 10:24:38 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:24:38 2024] >> set manipulate percentage: 20.0/100%
[Wed Jun 26 10:24:43 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:24:43 2024] >> 
[Wed Jun 26 10:24:43 2024] >> network: squeezenetManiSVHN
[Wed Jun 26 10:24:43 2024] >> set manipulate percentage: 0.0/100%
[Wed Jun 26 10:24:59 2024] >> 
[Wed Jun 26 10:24:59 2024] >> PROGRAM START
[Wed Jun 26 10:24:59 2024] >> TRAIN FLAG: False
[Wed Jun 26 10:24:59 2024] >> DATA SET: SVHN
[Wed Jun 26 10:24:59 2024] >> ---MAIN INFERENCE---
[Wed Jun 26 10:24:59 2024] >> network: darknetSVHN
[Wed Jun 26 10:24:59 2024] >> set manipulate percentage: 0.0/100%
[Wed Jun 26 10:25:05 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:25:05 2024] >> set manipulate percentage: 20.0/100%
[Wed Jun 26 10:25:10 2024] >> testing accuracy: 0.8575
[Wed Jun 26 10:25:10 2024] >> 
[Wed Jun 26 10:25:10 2024] >> network: squeezenetManiSVHN
[Wed Jun 26 10:25:10 2024] >> set manipulate percentage: 0.0/100%
[Wed Jun 26 10:27:20 2024] >> testing accuracy: 0.8726
[Wed Jun 26 10:27:20 2024] >> set manipulate percentage: 20.0/100%
